Tema,Año,Mes,Marca,Modelo,Tipo,Segmento,Produccion
Producción de vehículos,2020,Junio,Toyota,Yaris-R,Automóviles,Subcompactos, 2 589
Producción de vehículos,2020,Junio,Volkswagen,Golf-,Automóviles,Compactos,859
Producción de vehículos,2020,Junio,Volkswagen,Jetta,Automóviles,Compactos, 4 556
Producción de vehículos,2020,Junio,Volkswagen,Tiguan-,Camiones ligeros,SUV's, 3 527
Producción de vehículos,2020,Julio,Audi,Q5,Camiones ligeros,SUV's, 13 134
Producción de vehículos,2020,Julio,BMW,Serie 3,Automóviles,De Lujo, 6 013
Producción de vehículos,2020,Julio,Chrysler,Crew Cab-,Camiones ligeros,Pick Ups, 12 315
Producción de vehículos,2020,Julio,Chrysler,Jeep Compass-,Camiones ligeros,SUV's, 1 255
Producción de vehículos,2020,Julio,Chrysler,Journey,Camiones ligeros,SUV's,462
Producción de vehículos,2020,Julio,Chrysler,Promaster,Camiones ligeros,SUV's, 5 946
Producción de vehículos,2020,Julio,Chrysler,RAM 1500-,Camiones ligeros,Pick Ups, 3 092
Producción de vehículos,2020,Julio,Chrysler,RAM 2500-,Camiones ligeros,Pick Ups,11
Producción de vehículos,2020,Julio,Chrysler,RAM 4000,Camiones ligeros,Pick Ups, 8 683
Producción de vehículos,2020,Julio,Chrysler,RAM 4000 Diesel,Camiones ligeros,Pick Ups,-
Producción de vehículos,2020,Julio,Fiat,Fiat 500-,Automóviles,Subcompactos,0
Producción de vehículos,2020,Julio,Ford Motor,Fusion,Automóviles,Compactos, 23 252
Producción de vehículos,2020,Julio,Ford Motor,MKZ-,Automóviles,De Lujo, 3 616
Producción de vehículos,2020,Julio,Ford Motor,Bronco Sport,Camiones ligeros,SUV's,129
Producción de vehículos,2020,Julio,Ford Motor,Mustang Mach-E,Camiones ligeros,SUV's,12
Producción de vehículos,2020,Julio,General Motors,Avalanche UUV,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Julio,General Motors,Aveo-,Automóviles,Subcompactos,0
Producción de vehículos,2020,Julio,General Motors,Captiva Sport,Camiones ligeros,SUV's,0
Producción de vehículos,2020,Julio,General Motors,Chevy 3 Ptas,Automóviles,Subcompactos,0
Producción de vehículos,2020,Julio,General Motors,Chevy 4 PTAS,Automóviles,Subcompactos,0
Producción de vehículos,2020,Julio,General Motors,Cruze 4 PTAS-,Automóviles,Compactos,0
Producción de vehículos,2020,Julio,General Motors,Cruze 5 Ptas,Automóviles,Compactos,0
Producción de vehículos,2020,Julio,General Motors,Equinox SUV-,Camiones ligeros,SUV's, 15 915
Producción de vehículos,2020,Julio,General Motors,Escalade ESV SUV AWD,Camiones ligeros,Minivans,0
Producción de vehículos,2020,Julio,General Motors,Escalade EXT UUV 4X4,Camiones ligeros,Minivans,0
Producción de vehículos,2020,Julio,General Motors,GMC Sierra Doble Cabina,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Julio,General Motors,"Kodiak Chassis Cab Class 7 PBV33,000",Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Julio,General Motors,Silverado 1500 Cabina Regular-,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Julio,General Motors,Silverado 2500 Cabina Regular-,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Julio,General Motors,Silverado 2500 Doble Cabina-,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Julio,General Motors,Silverado 3500 Chassis Cab,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Julio,General Motors,Silverado 3500 HD Chassis Cab Heavy Duty,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Julio,General Motors,Sonic-,Automóviles,Subcompactos,0
Producción de vehículos,2020,Julio,General Motors,Sonic 5 PTS-,Automóviles,Subcompactos,0
Producción de vehículos,2020,Julio,General Motors,SRX SUV-,Camiones ligeros,SUV's,0
Producción de vehículos,2020,Julio,General Motors,Terrain SUV-,Camiones ligeros,SUV's, 10 667
Producción de vehículos,2020,Julio,General Motors,Trax,Camiones ligeros,SUV's, 6 166
Producción de vehículos,2020,Julio,General Motors,Blazer,Camiones ligeros,SUV's, 9 587
Producción de vehículos,2020,Julio,General Motors,Cheyenne Cabina Regular,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Julio,General Motors,Silverado Cabina Regular,Camiones ligeros,Pick Ups,445
Producción de vehículos,2020,Julio,General Motors,Silverado Doble Cabina,Camiones ligeros,Pick Ups, 24 269
Producción de vehículos,2020,Julio,General Motors,Cheyenne  Doble Cabina,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Julio,General Motors,Sierra Cabina Regular,Camiones ligeros,Pick Ups,142
Producción de vehículos,2020,Julio,General Motors,Sierra Doble Cabina,Camiones ligeros,Pick Ups, 11 512
Producción de vehículos,2020,Julio,General Motors,Silverado Cabina Regular,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Julio,General Motors,Onix,Automóviles,Compactos, 3 453
Producción de vehículos,2020,Julio,Honda,Fit-,Automóviles,Subcompactos, 4 111
Producción de vehículos,2020,Julio,Honda,HR-V-,Camiones ligeros,SUV's, 8 534
Producción de vehículos,2020,Julio,JAC,J4,Automóviles,Subcompactos,-
Producción de vehículos,2020,Julio,JAC,Frison,Camiones ligeros,Pick Ups,143
Producción de vehículos,2020,Julio,JAC,Sei2,Camiones ligeros,SUV's,146
Producción de vehículos,2020,Julio,JAC,Sei3,Camiones ligeros,SUV's,34
Producción de vehículos,2020,Julio,JAC,Sei7,Camiones ligeros,SUV's,22
Producción de vehículos,2020,Julio,JAC,Sei4,Camiones ligeros,SUV's,20
Producción de vehículos,2020,Julio,JAC,X 200,Camiones ligeros,Pick Ups,36
Producción de vehículos,2020,Julio,KIA,Forte-,Automóviles,Compactos, 9 438
Producción de vehículos,2020,Julio,KIA,Forte Hatchback,Automóviles,Compactos,0
Producción de vehículos,2020,Julio,KIA,Hyundai Accent Sedán,Automóviles,Subcompactos,891
Producción de vehículos,2020,Julio,KIA,Hyundai Accent Hatchback,Automóviles,Subcompactos,247
Producción de vehículos,2020,Julio,KIA,Kia Río Hatchback-,Automóviles,Subcompactos,788
Producción de vehículos,2020,Julio,KIA,KIA Río Sedan-,Automóviles,Subcompactos, 2 636
Producción de vehículos,2020,Julio,Mazda,Mazda 2 Hatchback,Automóviles,Subcompactos,696
Producción de vehículos,2020,Julio,Mazda,Mazda 2 Sedán,Automóviles,Subcompactos,498
Producción de vehículos,2020,Julio,Mazda,Mazda 3 Hatchback,Automóviles,Compactos,-
Producción de vehículos,2020,Julio,Mazda,Mazda 3 Sedán-,Automóviles,Compactos, 1 084
Producción de vehículos,2020,Julio,Mazda,CX-30,Camiones ligeros,SUV's, 7 838
Producción de vehículos,2020,Julio,Mercedes Benz,Clase A Sedán_,Automóviles,De Lujo,0
Producción de vehículos,2020,Julio,Mercedes Benz,GLB_,Camiones ligeros,SUV's, 6 786
Producción de vehículos,2020,Julio,Nissan,Kicks,Camiones ligeros,SUV's, 8 778
Producción de vehículos,2020,Julio,Nissan,March,Automóviles,Subcompactos, 3 035
Producción de vehículos,2020,Julio,Nissan,Note,Automóviles,Compactos,0
Producción de vehículos,2020,Julio,Nissan,NP300,Camiones ligeros,Pick Ups, 5 712
Producción de vehículos,2020,Julio,Nissan,NV 200 Cargo,Camiones ligeros,SUV's, 1 263
Producción de vehículos,2020,Julio,Nissan,NV 200 NY TAXI,Camiones ligeros,SUV's,0
Producción de vehículos,2020,Julio,Nissan,Sentra,Automóviles,Compactos, 12 789
Producción de vehículos,2020,Julio,Nissan,Tiida Sedan,Automóviles,Compactos,0
Producción de vehículos,2020,Julio,Nissan,Versa,Automóviles,Compactos, 10 817
Producción de vehículos,2020,Julio,Nissan,QX50,Camiones ligeros,SUV's,616
Producción de vehículos,2020,Julio,Toyota,Tacoma-,Camiones ligeros,Pick Ups, 15 568
Producción de vehículos,2020,Julio,Toyota,Yaris-R,Automóviles,Subcompactos,819
Producción de vehículos,2020,Julio,Volkswagen,Golf-,Automóviles,Compactos, 1 764
Producción de vehículos,2020,Julio,Volkswagen,Jetta,Automóviles,Compactos, 15 752
Producción de vehículos,2020,Julio,Volkswagen,Tiguan-,Camiones ligeros,SUV's, 20 878
Producción de vehículos,2020,Agosto,Audi,Q5,Camiones ligeros,SUV's, 15 331
Producción de vehículos,2020,Agosto,BMW,Serie 3,Automóviles,De Lujo, 7 049
Producción de vehículos,2020,Agosto,Chrysler,Crew Cab-,Camiones ligeros,Pick Ups, 14 069
Producción de vehículos,2020,Agosto,Chrysler,Jeep Compass-,Camiones ligeros,SUV's, 15 154
Producción de vehículos,2020,Agosto,Chrysler,Journey,Camiones ligeros,SUV's, 3 850
Producción de vehículos,2020,Agosto,Chrysler,Promaster,Camiones ligeros,SUV's, 5 384
Producción de vehículos,2020,Agosto,Chrysler,RAM 1500-,Camiones ligeros,Pick Ups, 1 910
Producción de vehículos,2020,Agosto,Chrysler,RAM 2500-,Camiones ligeros,Pick Ups,39
Producción de vehículos,2020,Agosto,Chrysler,RAM 4000,Camiones ligeros,Pick Ups, 8 382
Producción de vehículos,2020,Agosto,Chrysler,RAM 4000 Diesel,Camiones ligeros,Pick Ups,-
Producción de vehículos,2020,Agosto,Fiat,Fiat 500-,Automóviles,Subcompactos,0
Producción de vehículos,2020,Agosto,Ford Motor,Mustang Mach-E,Camiones ligeros,SUV's,126
Producción de vehículos,2020,Agosto,General Motors,Avalanche UUV,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Agosto,General Motors,Aveo-,Automóviles,Subcompactos,0
Producción de vehículos,2020,Agosto,General Motors,Captiva Sport,Camiones ligeros,SUV's,0
Producción de vehículos,2020,Agosto,General Motors,Chevy 3 Ptas,Automóviles,Subcompactos,0
Producción de vehículos,2020,Agosto,General Motors,Chevy 4 PTAS,Automóviles,Subcompactos,0
Producción de vehículos,2020,Agosto,General Motors,Cruze 4 PTAS-,Automóviles,Compactos,0
Producción de vehículos,2020,Agosto,General Motors,Cruze 5 Ptas,Automóviles,Compactos,0
Producción de vehículos,2020,Agosto,General Motors,Equinox SUV-,Camiones ligeros,SUV's, 15 856
Producción de vehículos,2020,Agosto,General Motors,Escalade ESV SUV AWD,Camiones ligeros,Minivans,0
Producción de vehículos,2020,Agosto,General Motors,Escalade EXT UUV 4X4,Camiones ligeros,Minivans,0
Producción de vehículos,2020,Agosto,General Motors,GMC Sierra Doble Cabina,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Agosto,General Motors,"Kodiak Chassis Cab Class 7 PBV33,000",Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Agosto,General Motors,Silverado 1500 Cabina Regular-,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Agosto,General Motors,Silverado 2500 Cabina Regular-,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Agosto,General Motors,Silverado 2500 Doble Cabina-,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Agosto,General Motors,Silverado 3500 Chassis Cab,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Agosto,General Motors,Silverado 3500 HD Chassis Cab Heavy Duty,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Agosto,General Motors,Sonic-,Automóviles,Subcompactos,0
Producción de vehículos,2020,Agosto,General Motors,Sonic 5 PTS-,Automóviles,Subcompactos,0
Producción de vehículos,2020,Agosto,General Motors,SRX SUV-,Camiones ligeros,SUV's,0
Producción de vehículos,2020,Agosto,General Motors,Terrain SUV-,Camiones ligeros,SUV's, 7 280
Producción de vehículos,2020,Agosto,General Motors,Trax,Camiones ligeros,SUV's, 6 143
Producción de vehículos,2020,Agosto,General Motors,Blazer,Camiones ligeros,SUV's, 4 115
Producción de vehículos,2020,Agosto,General Motors,Cheyenne Cabina Regular,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Agosto,General Motors,Silverado Cabina Regular,Camiones ligeros,Pick Ups,712
Producción de vehículos,2020,Agosto,General Motors,Silverado Doble Cabina,Camiones ligeros,Pick Ups, 22 210
Producción de vehículos,2020,Agosto,General Motors,Cheyenne  Doble Cabina,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Agosto,General Motors,Sierra Cabina Regular,Camiones ligeros,Pick Ups,170
Producción de vehículos,2020,Agosto,General Motors,Sierra Doble Cabina,Camiones ligeros,Pick Ups, 12 136
Producción de vehículos,2020,Agosto,General Motors,Silverado Cabina Regular,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Agosto,General Motors,Onix,Automóviles,Compactos,591
Producción de vehículos,2020,Agosto,Honda,Fit-,Automóviles,Subcompactos, 5 161
Producción de vehículos,2020,Agosto,Honda,HR-V-,Camiones ligeros,SUV's, 9 809
Producción de vehículos,2020,Agosto,JAC,J4,Automóviles,Subcompactos,24
Producción de vehículos,2020,Agosto,JAC,Frison,Camiones ligeros,Pick Ups,135
Producción de vehículos,2020,Agosto,JAC,Sei2,Camiones ligeros,SUV's,8
Producción de vehículos,2020,Agosto,JAC,Sei3,Camiones ligeros,SUV's,9
Producción de vehículos,2020,Agosto,JAC,Sei7,Camiones ligeros,SUV's,2
Producción de vehículos,2020,Agosto,JAC,GML X150 EV,Camiones ligeros,Pick Ups,149
Producción de vehículos,2020,Agosto,JAC,X 200,Camiones ligeros,Pick Ups,66
Producción de vehículos,2020,Agosto,KIA,Forte-,Automóviles,Compactos, 10 333
Producción de vehículos,2020,Agosto,KIA,Forte Hatchback,Automóviles,Compactos,0
Producción de vehículos,2020,Agosto,KIA,Hyundai Accent Sedán,Automóviles,Subcompactos, 1 227
Producción de vehículos,2020,Agosto,KIA,Hyundai Accent Hatchback,Automóviles,Subcompactos,0
Producción de vehículos,2020,Agosto,KIA,Kia Río Hatchback-,Automóviles,Subcompactos, 1 659
Producción de vehículos,2020,Agosto,KIA,KIA Río Sedan-,Automóviles,Subcompactos, 4 181
Producción de vehículos,2020,Agosto,Mazda,Mazda 2 Hatchback,Automóviles,Subcompactos, 1 205
Producción de vehículos,2020,Agosto,Mazda,Mazda 2 Sedán,Automóviles,Subcompactos,279
Producción de vehículos,2020,Agosto,Mazda,Mazda 3 Hatchback,Automóviles,Compactos,0
Producción de vehículos,2020,Agosto,Mazda,Mazda 3 Sedán-,Automóviles,Compactos, 3 163
Producción de vehículos,2020,Agosto,Mazda,CX-30,Camiones ligeros,SUV's, 9 269
Producción de vehículos,2020,Agosto,Mercedes Benz,Clase A Sedán_,Automóviles,De Lujo,0
Producción de vehículos,2020,Agosto,Mercedes Benz,GLB_,Camiones ligeros,SUV's, 8 268
Producción de vehículos,2020,Agosto,Nissan,Kicks,Camiones ligeros,SUV's, 9 936
Producción de vehículos,2020,Agosto,Nissan,March,Automóviles,Subcompactos, 5 821
Producción de vehículos,2020,Agosto,Nissan,Note,Automóviles,Compactos,0
Producción de vehículos,2020,Agosto,Nissan,NP300,Camiones ligeros,Pick Ups, 7 429
Producción de vehículos,2020,Agosto,Nissan,NV 200 Cargo,Camiones ligeros,SUV's, 1 661
Producción de vehículos,2020,Agosto,Nissan,NV 200 NY TAXI,Camiones ligeros,SUV's,0
Producción de vehículos,2020,Agosto,Nissan,Sentra,Automóviles,Compactos, 16 066
Producción de vehículos,2020,Agosto,Nissan,Tiida Sedan,Automóviles,Compactos,0
Producción de vehículos,2020,Agosto,Nissan,Versa,Automóviles,Compactos, 14 170
Producción de vehículos,2020,Agosto,Nissan,QX50,Camiones ligeros,SUV's, 3 015
Producción de vehículos,2020,Agosto,Nissan,QX55,Camiones ligeros,SUV's,37
Producción de vehículos,2020,Agosto,Toyota,Tacoma-,Camiones ligeros,Pick Ups, 16 759
Producción de vehículos,2020,Agosto,Toyota,Yaris-R,Automóviles,Subcompactos,526
Producción de vehículos,2020,Agosto,Volkswagen,Golf-,Automóviles,Compactos, 1 918
Producción de vehículos,2020,Agosto,Volkswagen,Jetta,Automóviles,Compactos, 14 979
Producción de vehículos,2020,Agosto,Volkswagen,Tiguan-,Camiones ligeros,SUV's, 13 968
Producción de vehículos,2020,Septiembre,Audi,Q5,Camiones ligeros,SUV's, 16 766
Producción de vehículos,2020,Septiembre,BMW,Serie 3,Automóviles,De Lujo, 6 590
Producción de vehículos,2020,Septiembre,Chrysler,Crew Cab-,Camiones ligeros,Pick Ups, 13 616
Producción de vehículos,2020,Septiembre,Chrysler,Jeep Compass-,Camiones ligeros,SUV's, 17 980
Producción de vehículos,2020,Septiembre,Chrysler,Journey,Camiones ligeros,SUV's, 4 692
Producción de vehículos,2020,Septiembre,Chrysler,Promaster,Camiones ligeros,SUV's, 5 296
Producción de vehículos,2020,Septiembre,Chrysler,RAM 1500-,Camiones ligeros,Pick Ups, 3 249
Producción de vehículos,2020,Septiembre,Chrysler,RAM 2500-,Camiones ligeros,Pick Ups,21
Producción de vehículos,2020,Septiembre,Chrysler,RAM 4000,Camiones ligeros,Pick Ups, 7 550
Producción de vehículos,2020,Septiembre,Chrysler,RAM 4000 Diesel,Camiones ligeros,Pick Ups,-
Producción de vehículos,2020,Septiembre,Fiat,Fiat 500-,Automóviles,Subcompactos,0
Producción de vehículos,2020,Septiembre,Ford Motor,Bronco Sport,Camiones ligeros,SUV's,300
Producción de vehículos,2020,Septiembre,Ford Motor,Mustang Mach-E,Camiones ligeros,SUV's,24
Producción de vehículos,2020,Septiembre,General Motors,Avalanche UUV,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Septiembre,General Motors,Aveo-,Automóviles,Subcompactos,0
Producción de vehículos,2020,Septiembre,General Motors,Captiva Sport,Camiones ligeros,SUV's,0
Producción de vehículos,2020,Septiembre,General Motors,Chevy 3 Ptas,Automóviles,Subcompactos,0
Producción de vehículos,2020,Septiembre,General Motors,Chevy 4 PTAS,Automóviles,Subcompactos,0
Producción de vehículos,2020,Septiembre,General Motors,Cruze 4 PTAS-,Automóviles,Compactos,0
Producción de vehículos,2020,Septiembre,General Motors,Cruze 5 Ptas,Automóviles,Compactos,0
Producción de vehículos,2020,Septiembre,General Motors,Equinox SUV-,Camiones ligeros,SUV's, 16 678
Producción de vehículos,2020,Septiembre,General Motors,Escalade ESV SUV AWD,Camiones ligeros,Minivans,0
Producción de vehículos,2020,Septiembre,General Motors,Escalade EXT UUV 4X4,Camiones ligeros,Minivans,0
Producción de vehículos,2020,Septiembre,General Motors,GMC Sierra Doble Cabina,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Septiembre,General Motors,"Kodiak Chassis Cab Class 7 PBV33,000",Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Septiembre,General Motors,Silverado 1500 Cabina Regular-,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Septiembre,General Motors,Silverado 2500 Cabina Regular-,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Septiembre,General Motors,Silverado 2500 Doble Cabina-,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Septiembre,General Motors,Silverado 3500 Chassis Cab,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Septiembre,General Motors,Silverado 3500 HD Chassis Cab Heavy Duty,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Septiembre,General Motors,Sonic-,Automóviles,Subcompactos,0
Producción de vehículos,2020,Septiembre,General Motors,Sonic 5 PTS-,Automóviles,Subcompactos,0
Producción de vehículos,2020,Septiembre,General Motors,SRX SUV-,Camiones ligeros,SUV's,0
Producción de vehículos,2020,Septiembre,General Motors,Terrain SUV-,Camiones ligeros,SUV's, 10 171
Producción de vehículos,2020,Septiembre,General Motors,Trax,Camiones ligeros,SUV's, 1 572
Producción de vehículos,2020,Septiembre,General Motors,Blazer,Camiones ligeros,SUV's, 9 590
Producción de vehículos,2020,Septiembre,General Motors,Cheyenne Cabina Regular,Camiones ligeros,Pick Ups,0
