Tema,Año,Mes,Marca,Modelo,Tipo,Segmento,Produccion
Producción de vehículos,2015,Marzo,Mazda,Mazda 3 Hatchback,Automóviles,Compactos, 5 064
Producción de vehículos,2015,Marzo,Mazda,Mazda 3 Sedán-,Automóviles,Compactos, 5 667
Producción de vehículos,2015,Marzo,Mercedes Benz,Clase A Sedán_,Automóviles,De Lujo,0
Producción de vehículos,2015,Marzo,Mercedes Benz,GLB_,Camiones ligeros,SUV's,0
Producción de vehículos,2015,Marzo,Nissan,Chasis Largo,Camiones ligeros,Pick Ups, 2 371
Producción de vehículos,2015,Marzo,Nissan,Chasis Largo Diesel,Camiones ligeros,Pick Ups,134
Producción de vehículos,2015,Marzo,Nissan,Estacas Largo,Camiones ligeros,Pick Ups, 1 030
Producción de vehículos,2015,Marzo,Nissan,Frontier L4,Camiones ligeros,Pick Ups,0
Producción de vehículos,2015,Marzo,Nissan,March,Automóviles,Subcompactos, 5 832
Producción de vehículos,2015,Marzo,Nissan,Note,Automóviles,Compactos, 7 040
Producción de vehículos,2015,Marzo,Nissan,NV 200 Cargo,Camiones ligeros,SUV's, 3 531
Producción de vehículos,2015,Marzo,Nissan,NV 200 NY TAXI,Camiones ligeros,SUV's,218
Producción de vehículos,2015,Marzo,Nissan,Pickup Doble Cabina,Camiones ligeros,Pick Ups, 5 998
Producción de vehículos,2015,Marzo,Nissan,Pickup Doble Cabina Diesel,Camiones ligeros,Pick Ups,522
Producción de vehículos,2015,Marzo,Nissan,Pickup Largo,Camiones ligeros,Pick Ups,483
Producción de vehículos,2015,Marzo,Nissan,Pickup Largo Diesel,Camiones ligeros,Pick Ups,23
Producción de vehículos,2015,Marzo,Nissan,Sentra,Automóviles,Compactos, 21 988
Producción de vehículos,2015,Marzo,Nissan,Tiida 5 PTS,Automóviles,Compactos,0
Producción de vehículos,2015,Marzo,Nissan,Tiida Sedan,Automóviles,Compactos, 2 678
Producción de vehículos,2015,Marzo,Nissan,Tsuru 4 PTS,Automóviles,Subcompactos, 4 418
Producción de vehículos,2015,Marzo,Nissan,Versa,Automóviles,Compactos, 13 789
Producción de vehículos,2015,Marzo,Toyota,Tacoma-,Camiones ligeros,Pick Ups, 6 891
Producción de vehículos,2015,Marzo,Volkswagen,Beetle,Automóviles,Compactos, 3 917
Producción de vehículos,2015,Marzo,Volkswagen,Beetle Cabrio,Automóviles,Compactos, 2 485
Producción de vehículos,2015,Marzo,Volkswagen,Golf-,Automóviles,Compactos, 8 026
Producción de vehículos,2015,Marzo,Volkswagen,Golf Variant-/Crossgolf,Automóviles,Compactos, 4 762
Producción de vehículos,2015,Marzo,Volkswagen,Jetta,Automóviles,Compactos, 24 545
Producción de vehículos,2015,Marzo,Volkswagen,Nuevo Jetta TDI,Automóviles,Compactos,21
Producción de vehículos,2015,Abril,Chrysler,Crew Cab-,Camiones ligeros,Pick Ups, 12 021
Producción de vehículos,2015,Abril,Chrysler,Journey,Camiones ligeros,SUV's, 16 236
Producción de vehículos,2015,Abril,Chrysler,Promaster,Camiones ligeros,SUV's, 1 468
Producción de vehículos,2015,Abril,Chrysler,RAM 1500-,Camiones ligeros,Pick Ups,210
Producción de vehículos,2015,Abril,Chrysler,RAM 2500-,Camiones ligeros,Pick Ups, 5 448
Producción de vehículos,2015,Abril,Chrysler,RAM 4000,Camiones ligeros,Pick Ups, 2 456
Producción de vehículos,2015,Abril,Fiat,Fiat 500-,Automóviles,Subcompactos, 2 784
Producción de vehículos,2015,Abril,Ford Motor,Fiesta NA 5 DR,Automóviles,Subcompactos, 3 781
Producción de vehículos,2015,Abril,Ford Motor,Fiesta NA Sedan,Automóviles,Subcompactos, 6 483
Producción de vehículos,2015,Abril,Ford Motor,Fusion,Automóviles,Compactos, 26 918
Producción de vehículos,2015,Abril,Ford Motor,MKZ-,Automóviles,De Lujo, 3 495
Producción de vehículos,2015,Abril,General Motors,Aveo-,Automóviles,Subcompactos, 6 871
Producción de vehículos,2015,Abril,General Motors,Captiva Sport,Camiones ligeros,SUV's,897
Producción de vehículos,2015,Abril,General Motors,GMC Sierra Doble Cabina,Camiones ligeros,Pick Ups, 11 727
Producción de vehículos,2015,Abril,General Motors,Silverado 1500 Cabina Regular-,Camiones ligeros,Pick Ups,0
Producción de vehículos,2015,Abril,General Motors,Silverado 2500 Cabina Regular-,Camiones ligeros,Pick Ups,184
Producción de vehículos,2015,Abril,General Motors,Silverado 2500 Doble Cabina-,Camiones ligeros,Pick Ups, 19 167
Producción de vehículos,2015,Abril,General Motors,Silverado 3500 Chassis Cab,Camiones ligeros,Pick Ups,165
Producción de vehículos,2015,Abril,General Motors,Silverado 3500 HD Chassis Cab Heavy Duty,Camiones ligeros,Pick Ups,0
Producción de vehículos,2015,Abril,General Motors,Sonic-,Automóviles,Subcompactos, 3 497
Producción de vehículos,2015,Abril,General Motors,SRX SUV-,Camiones ligeros,SUV's, 8 402
Producción de vehículos,2015,Abril,General Motors,Trax,Camiones ligeros,SUV's, 8 128
Producción de vehículos,2015,Abril,Honda,Accord,Automóviles,De Lujo,1
Producción de vehículos,2015,Abril,Honda,CR-V-,Camiones ligeros,SUV's, 5 194
Producción de vehículos,2015,Abril,Honda,Fit-,Automóviles,Subcompactos, 2 225
Producción de vehículos,2015,Abril,Honda,HR-V-,Camiones ligeros,SUV's, 6 709
Producción de vehículos,2015,Abril,Mazda,Mazda 2-,Automóviles,Subcompactos, 4 704
Producción de vehículos,2015,Abril,Mazda,Mazda 3 Hatchback,Automóviles,Compactos, 5 958
Producción de vehículos,2015,Abril,Mazda,Mazda 3 Sedán-,Automóviles,Compactos, 7 564
Producción de vehículos,2015,Abril,Mercedes Benz,Clase A Sedán_,Automóviles,De Lujo,0
Producción de vehículos,2015,Abril,Mercedes Benz,GLB_,Camiones ligeros,SUV's,0
Producción de vehículos,2015,Abril,Nissan,Chasis Largo,Camiones ligeros,Pick Ups, 2 112
Producción de vehículos,2015,Abril,Nissan,Chasis Largo Diesel,Camiones ligeros,Pick Ups,26
Producción de vehículos,2015,Abril,Nissan,Estacas Largo,Camiones ligeros,Pick Ups,674
Producción de vehículos,2015,Abril,Nissan,Frontier L4,Camiones ligeros,Pick Ups,0
Producción de vehículos,2015,Abril,Nissan,March,Automóviles,Subcompactos, 5 744
Producción de vehículos,2015,Abril,Nissan,Note,Automóviles,Compactos, 6 031
Producción de vehículos,2015,Abril,Nissan,NV 200 Cargo,Camiones ligeros,SUV's, 3 580
Producción de vehículos,2015,Abril,Nissan,NV 200 NY TAXI,Camiones ligeros,SUV's,163
Producción de vehículos,2015,Abril,Nissan,Pickup Doble Cabina,Camiones ligeros,Pick Ups, 4 587
Producción de vehículos,2015,Abril,Nissan,Pickup Doble Cabina Diesel,Camiones ligeros,Pick Ups, 1 823
Producción de vehículos,2015,Abril,Nissan,Pickup Largo,Camiones ligeros,Pick Ups,360
Producción de vehículos,2015,Abril,Nissan,Pickup Largo Diesel,Camiones ligeros,Pick Ups,4
Producción de vehículos,2015,Abril,Nissan,Sentra,Automóviles,Compactos, 22 320
Producción de vehículos,2015,Abril,Nissan,Tiida 5 PTS,Automóviles,Compactos,0
Producción de vehículos,2015,Abril,Nissan,Tiida Sedan,Automóviles,Compactos, 2 570
Producción de vehículos,2015,Abril,Nissan,Tsuru 4 PTS,Automóviles,Subcompactos, 4 360
Producción de vehículos,2015,Abril,Nissan,Versa,Automóviles,Compactos, 11 007
Producción de vehículos,2015,Abril,Toyota,Tacoma-,Camiones ligeros,Pick Ups, 6 890
Producción de vehículos,2015,Abril,Volkswagen,Beetle,Automóviles,Compactos, 2 781
Producción de vehículos,2015,Abril,Volkswagen,Beetle Cabrio,Automóviles,Compactos, 2 094
Producción de vehículos,2015,Abril,Volkswagen,Golf-,Automóviles,Compactos, 6 913
Producción de vehículos,2015,Abril,Volkswagen,Golf Variant-/Crossgolf,Automóviles,Compactos, 4 292
Producción de vehículos,2015,Abril,Volkswagen,Jetta,Automóviles,Compactos, 22 342
Producción de vehículos,2015,Abril,Volkswagen,Nuevo Jetta TDI,Automóviles,Compactos,26
Producción de vehículos,2015,Mayo,Chrysler,Crew Cab-,Camiones ligeros,Pick Ups, 12 531
Producción de vehículos,2015,Mayo,Chrysler,Journey,Camiones ligeros,SUV's, 16 320
Producción de vehículos,2015,Mayo,Chrysler,Promaster,Camiones ligeros,SUV's, 2 175
Producción de vehículos,2015,Mayo,Chrysler,RAM 1500-,Camiones ligeros,Pick Ups,222
Producción de vehículos,2015,Mayo,Chrysler,RAM 2500-,Camiones ligeros,Pick Ups, 4 835
Producción de vehículos,2015,Mayo,Chrysler,RAM 4000,Camiones ligeros,Pick Ups, 2 578
Producción de vehículos,2015,Mayo,Fiat,Fiat 500-,Automóviles,Subcompactos, 2 966
Producción de vehículos,2015,Mayo,Ford Motor,Fiesta NA 5 DR,Automóviles,Subcompactos, 5 312
Producción de vehículos,2015,Mayo,Ford Motor,Fiesta NA Sedan,Automóviles,Subcompactos, 7 206
Producción de vehículos,2015,Mayo,Ford Motor,Fusion,Automóviles,Compactos, 24 460
Producción de vehículos,2015,Mayo,Ford Motor,MKZ-,Automóviles,De Lujo, 1 305
Producción de vehículos,2015,Mayo,General Motors,Aveo-,Automóviles,Subcompactos, 7 276
Producción de vehículos,2015,Mayo,General Motors,Captiva Sport,Camiones ligeros,SUV's,865
Producción de vehículos,2015,Mayo,General Motors,GMC Sierra Doble Cabina,Camiones ligeros,Pick Ups, 13 086
Producción de vehículos,2015,Mayo,General Motors,Silverado 1500 Cabina Regular-,Camiones ligeros,Pick Ups,164
Producción de vehículos,2015,Mayo,General Motors,Silverado 2500 Cabina Regular-,Camiones ligeros,Pick Ups,4
Producción de vehículos,2015,Mayo,General Motors,Silverado 2500 Doble Cabina-,Camiones ligeros,Pick Ups, 20 479
Producción de vehículos,2015,Mayo,General Motors,Silverado 3500 Chassis Cab,Camiones ligeros,Pick Ups,214
Producción de vehículos,2015,Mayo,General Motors,Silverado 3500 HD Chassis Cab Heavy Duty,Camiones ligeros,Pick Ups,0
Producción de vehículos,2015,Mayo,General Motors,Sonic-,Automóviles,Subcompactos, 4 610
Producción de vehículos,2015,Mayo,General Motors,SRX SUV-,Camiones ligeros,SUV's, 4 785
Producción de vehículos,2015,Mayo,General Motors,Trax,Camiones ligeros,SUV's, 8 138
Producción de vehículos,2015,Mayo,Honda,Accord,Automóviles,De Lujo,0
Producción de vehículos,2015,Mayo,Honda,CR-V-,Camiones ligeros,SUV's, 5 012
Producción de vehículos,2015,Mayo,Honda,Fit-,Automóviles,Subcompactos, 2 245
Producción de vehículos,2015,Mayo,Honda,HR-V-,Camiones ligeros,SUV's, 7 805
Producción de vehículos,2015,Mayo,Mazda,Mazda 2-,Automóviles,Subcompactos, 4 322
Producción de vehículos,2015,Mayo,Mazda,Mazda 3 Hatchback,Automóviles,Compactos, 4 248
Producción de vehículos,2015,Mayo,Mazda,Mazda 3 Sedán-,Automóviles,Compactos, 8 163
Producción de vehículos,2015,Mayo,Mercedes Benz,Clase A Sedán_,Automóviles,De Lujo,0
Producción de vehículos,2015,Mayo,Mercedes Benz,GLB_,Camiones ligeros,SUV's,0
Producción de vehículos,2015,Mayo,Nissan,Chasis Largo,Camiones ligeros,Pick Ups, 1 704
Producción de vehículos,2015,Mayo,Nissan,Chasis Largo Diesel,Camiones ligeros,Pick Ups,12
Producción de vehículos,2015,Mayo,Nissan,Estacas Largo,Camiones ligeros,Pick Ups,562
Producción de vehículos,2015,Mayo,Nissan,Frontier L4,Camiones ligeros,Pick Ups,0
Producción de vehículos,2015,Mayo,Nissan,March,Automóviles,Subcompactos, 6 029
Producción de vehículos,2015,Mayo,Nissan,Note,Automóviles,Compactos, 6 619
Producción de vehículos,2015,Mayo,Nissan,NV 200 Cargo,Camiones ligeros,SUV's, 3 369
Producción de vehículos,2015,Mayo,Nissan,NV 200 NY TAXI,Camiones ligeros,SUV's,167
Producción de vehículos,2015,Mayo,Nissan,Pickup Doble Cabina,Camiones ligeros,Pick Ups, 5 915
Producción de vehículos,2015,Mayo,Nissan,Pickup Doble Cabina Diesel,Camiones ligeros,Pick Ups, 1 044
Producción de vehículos,2015,Mayo,Nissan,Pickup Largo,Camiones ligeros,Pick Ups,310
Producción de vehículos,2015,Mayo,Nissan,Pickup Largo Diesel,Camiones ligeros,Pick Ups,11
Producción de vehículos,2015,Mayo,Nissan,Sentra,Automóviles,Compactos, 25 988
Producción de vehículos,2015,Mayo,Nissan,Tiida 5 PTS,Automóviles,Compactos,0
Producción de vehículos,2015,Mayo,Nissan,Tiida Sedan,Automóviles,Compactos, 2 487
Producción de vehículos,2015,Mayo,Nissan,Tsuru 4 PTS,Automóviles,Subcompactos, 4 251
Producción de vehículos,2015,Mayo,Nissan,Versa,Automóviles,Compactos, 11 830
Producción de vehículos,2015,Mayo,Toyota,Tacoma-,Camiones ligeros,Pick Ups, 7 452
Producción de vehículos,2015,Mayo,Volkswagen,Beetle,Automóviles,Compactos, 3 527
Producción de vehículos,2015,Mayo,Volkswagen,Beetle Cabrio,Automóviles,Compactos, 2 838
Producción de vehículos,2015,Mayo,Volkswagen,Golf-,Automóviles,Compactos, 8 140
Producción de vehículos,2015,Mayo,Volkswagen,Golf Variant-/Crossgolf,Automóviles,Compactos, 4 560
Producción de vehículos,2015,Mayo,Volkswagen,Jetta,Automóviles,Compactos, 20 221
Producción de vehículos,2015,Mayo,Volkswagen,Nuevo Jetta TDI,Automóviles,Compactos,20
Producción de vehículos,2015,Junio,Chrysler,Crew Cab-,Camiones ligeros,Pick Ups, 13 180
Producción de vehículos,2015,Junio,Chrysler,Journey,Camiones ligeros,SUV's, 17 727
Producción de vehículos,2015,Junio,Chrysler,Promaster,Camiones ligeros,SUV's, 2 626
Producción de vehículos,2015,Junio,Chrysler,RAM 1500-,Camiones ligeros,Pick Ups,159
Producción de vehículos,2015,Junio,Chrysler,RAM 2500-,Camiones ligeros,Pick Ups, 5 762
Producción de vehículos,2015,Junio,Chrysler,RAM 4000,Camiones ligeros,Pick Ups, 2 741
Producción de vehículos,2015,Junio,Fiat,Fiat 500-,Automóviles,Subcompactos, 1 885
Producción de vehículos,2015,Junio,Ford Motor,Fiesta NA 5 DR,Automóviles,Subcompactos, 5 154
Producción de vehículos,2015,Junio,Ford Motor,Fiesta NA Sedan,Automóviles,Subcompactos, 7 081
Producción de vehículos,2015,Junio,Ford Motor,Fusion,Automóviles,Compactos, 28 303
Producción de vehículos,2015,Junio,Ford Motor,MKZ-,Automóviles,De Lujo, 3 885
Producción de vehículos,2015,Junio,General Motors,Aveo-,Automóviles,Subcompactos, 7 867
Producción de vehículos,2015,Junio,General Motors,Captiva Sport,Camiones ligeros,SUV's,317
Producción de vehículos,2015,Junio,General Motors,GMC Sierra Doble Cabina,Camiones ligeros,Pick Ups, 12 495
Producción de vehículos,2015,Junio,General Motors,Silverado 1500 Cabina Regular-,Camiones ligeros,Pick Ups,138
Producción de vehículos,2015,Junio,General Motors,Silverado 2500 Cabina Regular-,Camiones ligeros,Pick Ups,-4
Producción de vehículos,2015,Junio,General Motors,Silverado 2500 Doble Cabina-,Camiones ligeros,Pick Ups, 19 176
Producción de vehículos,2015,Junio,General Motors,Silverado 3500 Chassis Cab,Camiones ligeros,Pick Ups,169
Producción de vehículos,2015,Junio,General Motors,Silverado 3500 HD Chassis Cab Heavy Duty,Camiones ligeros,Pick Ups,0
Producción de vehículos,2015,Junio,General Motors,Sonic-,Automóviles,Subcompactos, 4 699
Producción de vehículos,2015,Junio,General Motors,SRX SUV-,Camiones ligeros,SUV's, 5 551
Producción de vehículos,2015,Junio,General Motors,Trax,Camiones ligeros,SUV's, 9 035
Producción de vehículos,2015,Junio,Honda,Accord,Automóviles,De Lujo,0
Producción de vehículos,2015,Junio,Honda,CR-V-,Camiones ligeros,SUV's, 5 754
Producción de vehículos,2015,Junio,Honda,Fit-,Automóviles,Subcompactos, 1 774
Producción de vehículos,2015,Junio,Honda,HR-V-,Camiones ligeros,SUV's, 5 241
Producción de vehículos,2015,Junio,Mazda,Mazda 2-,Automóviles,Subcompactos, 4 859
Producción de vehículos,2015,Junio,Mazda,Mazda 3 Hatchback,Automóviles,Compactos, 4 941
Producción de vehículos,2015,Junio,Mazda,Mazda 3 Sedán-,Automóviles,Compactos, 8 829
Producción de vehículos,2015,Junio,Mercedes Benz,Clase A Sedán_,Automóviles,De Lujo,0
Producción de vehículos,2015,Junio,Mercedes Benz,GLB_,Camiones ligeros,SUV's,0
Producción de vehículos,2015,Junio,Nissan,Chasis Largo,Camiones ligeros,Pick Ups, 1 784
Producción de vehículos,2015,Junio,Nissan,Chasis Largo Diesel,Camiones ligeros,Pick Ups,12
Producción de vehículos,2015,Junio,Nissan,Estacas Largo,Camiones ligeros,Pick Ups,538
Producción de vehículos,2015,Junio,Nissan,Frontier L4,Camiones ligeros,Pick Ups,0
Producción de vehículos,2015,Junio,Nissan,March,Automóviles,Subcompactos, 6 351
Producción de vehículos,2015,Junio,Nissan,Note,Automóviles,Compactos, 5 902
Producción de vehículos,2015,Junio,Nissan,NV 200 Cargo,Camiones ligeros,SUV's, 2 217
Producción de vehículos,2015,Junio,Nissan,NV 200 NY TAXI,Camiones ligeros,SUV's,0
Producción de vehículos,2015,Junio,Nissan,Pickup Doble Cabina,Camiones ligeros,Pick Ups, 6 233
Producción de vehículos,2015,Junio,Nissan,Pickup Doble Cabina Diesel,Camiones ligeros,Pick Ups, 1 565
Producción de vehículos,2015,Junio,Nissan,Pickup Largo,Camiones ligeros,Pick Ups,299
Producción de vehículos,2015,Junio,Nissan,Pickup Largo Diesel,Camiones ligeros,Pick Ups,140
Producción de vehículos,2015,Junio,Nissan,Sentra,Automóviles,Compactos, 25 843
Producción de vehículos,2015,Junio,Nissan,Tiida 5 PTS,Automóviles,Compactos,0
Producción de vehículos,2015,Junio,Nissan,Tiida Sedan,Automóviles,Compactos, 3 612
Producción de vehículos,2015,Junio,Nissan,Tsuru 4 PTS,Automóviles,Subcompactos, 4 605
Producción de vehículos,2015,Junio,Nissan,Versa,Automóviles,Compactos, 14 478
Producción de vehículos,2015,Junio,Toyota,Tacoma-,Camiones ligeros,Pick Ups, 7 934
Producción de vehículos,2015,Junio,Volkswagen,Beetle,Automóviles,Compactos, 4 365
Producción de vehículos,2015,Junio,Volkswagen,Beetle Cabrio,Automóviles,Compactos, 2 910
Producción de vehículos,2015,Junio,Volkswagen,Golf-,Automóviles,Compactos, 7 922
Producción de vehículos,2015,Junio,Volkswagen,Golf Variant-/Crossgolf,Automóviles,Compactos, 4 732
Producción de vehículos,2015,Junio,Volkswagen,Jetta,Automóviles,Compactos, 25 822
Producción de vehículos,2015,Junio,Volkswagen,Nuevo Jetta TDI,Automóviles,Compactos,86
Producción de vehículos,2015,Julio,Chrysler,Crew Cab-,Camiones ligeros,Pick Ups, 9 837
Producción de vehículos,2015,Julio,Chrysler,Journey,Camiones ligeros,SUV's, 17 915
Producción de vehículos,2015,Julio,Chrysler,Promaster,Camiones ligeros,SUV's, 2 667
Producción de vehículos,2015,Julio,Chrysler,RAM 1500-,Camiones ligeros,Pick Ups,43
Producción de vehículos,2015,Julio,Chrysler,RAM 2500-,Camiones ligeros,Pick Ups, 3 738
Producción de vehículos,2015,Julio,Chrysler,RAM 4000,Camiones ligeros,Pick Ups, 2 083
Producción de vehículos,2015,Julio,Fiat,Fiat 500-,Automóviles,Subcompactos, 1 937
Producción de vehículos,2015,Julio,Ford Motor,Fiesta NA 5 DR,Automóviles,Subcompactos, 4 251
Producción de vehículos,2015,Julio,Ford Motor,Fiesta NA Sedan,Automóviles,Subcompactos, 7 335
Producción de vehículos,2015,Julio,Ford Motor,Fusion,Automóviles,Compactos, 19 074
Producción de vehículos,2015,Julio,Ford Motor,MKZ-,Automóviles,De Lujo, 3 664
Producción de vehículos,2015,Julio,General Motors,Aveo-,Automóviles,Subcompactos, 7 687
Producción de vehículos,2015,Julio,General Motors,Captiva Sport,Camiones ligeros,SUV's,400
Producción de vehículos,2015,Julio,General Motors,GMC Sierra Doble Cabina,Camiones ligeros,Pick Ups, 7 932
Producción de vehículos,2015,Julio,General Motors,Silverado 1500 Cabina Regular-,Camiones ligeros,Pick Ups,54
Producción de vehículos,2015,Julio,General Motors,Silverado 2500 Cabina Regular-,Camiones ligeros,Pick Ups,0
Producción de vehículos,2015,Julio,General Motors,Silverado 2500 Doble Cabina-,Camiones ligeros,Pick Ups, 13 915
Producción de vehículos,2015,Julio,General Motors,Silverado 3500 Chassis Cab,Camiones ligeros,Pick Ups,174
Producción de vehículos,2015,Julio,General Motors,Silverado 3500 HD Chassis Cab Heavy Duty,Camiones ligeros,Pick Ups,0
Producción de vehículos,2015,Julio,General Motors,Sonic-,Automóviles,Subcompactos, 3 191
Producción de vehículos,2015,Julio,General Motors,SRX SUV-,Camiones ligeros,SUV's, 5 989
Producción de vehículos,2015,Julio,General Motors,Trax,Camiones ligeros,SUV's, 9 099
Producción de vehículos,2015,Julio,Honda,Accord,Automóviles,De Lujo,1
Producción de vehículos,2015,Julio,Honda,CR-V-,Camiones ligeros,SUV's, 6 046
Producción de vehículos,2015,Julio,Honda,Fit-,Automóviles,Subcompactos, 1 209
Producción de vehículos,2015,Julio,Honda,HR-V-,Camiones ligeros,SUV's, 8 801
Producción de vehículos,2015,Julio,Mazda,Mazda 2-,Automóviles,Subcompactos, 4 388
Producción de vehículos,2015,Julio,Mazda,Mazda 3 Hatchback,Automóviles,Compactos, 4 002
Producción de vehículos,2015,Julio,Mazda,Mazda 3 Sedán-,Automóviles,Compactos, 7 520
Producción de vehículos,2015,Julio,Mercedes Benz,Clase A Sedán_,Automóviles,De Lujo,0
Producción de vehículos,2015,Julio,Mercedes Benz,GLB_,Camiones ligeros,SUV's,0
Producción de vehículos,2015,Julio,Nissan,Chasis Largo,Camiones ligeros,Pick Ups, 2 542
Producción de vehículos,2015,Julio,Nissan,Chasis Largo Diesel,Camiones ligeros,Pick Ups,10
Producción de vehículos,2015,Julio,Nissan,Estacas Largo,Camiones ligeros,Pick Ups,709
Producción de vehículos,2015,Julio,Nissan,Frontier L4,Camiones ligeros,Pick Ups,0
Producción de vehículos,2015,Julio,Nissan,March,Automóviles,Subcompactos, 5 502
Producción de vehículos,2015,Julio,Nissan,Note,Automóviles,Compactos, 3 713
Producción de vehículos,2015,Julio,Nissan,NV 200 Cargo,Camiones ligeros,SUV's, 1 732
Producción de vehículos,2015,Julio,Nissan,NV 200 NY TAXI,Camiones ligeros,SUV's,0
Producción de vehículos,2015,Julio,Nissan,Pickup Doble Cabina,Camiones ligeros,Pick Ups, 3 174
Producción de vehículos,2015,Julio,Nissan,Pickup Doble Cabina Diesel,Camiones ligeros,Pick Ups, 1 654
Producción de vehículos,2015,Julio,Nissan,Pickup Largo,Camiones ligeros,Pick Ups,281
Producción de vehículos,2015,Julio,Nissan,Pickup Largo Diesel,Camiones ligeros,Pick Ups,197
Producción de vehículos,2015,Julio,Nissan,Sentra,Automóviles,Compactos, 20 542
Producción de vehículos,2015,Julio,Nissan,Tiida 5 PTS,Automóviles,Compactos,0
Producción de vehículos,2015,Julio,Nissan,Tiida Sedan,Automóviles,Compactos, 2 970
Producción de vehículos,2015,Julio,Nissan,Tsuru 4 PTS,Automóviles,Subcompactos, 3 826
Producción de vehículos,2015,Julio,Nissan,Versa,Automóviles,Compactos, 11 739
Producción de vehículos,2015,Julio,Toyota,Tacoma-,Camiones ligeros,Pick Ups, 8 339
Producción de vehículos,2015,Julio,Volkswagen,Beetle,Automóviles,Compactos, 3 670
Producción de vehículos,2015,Julio,Volkswagen,Beetle Cabrio,Automóviles,Compactos, 2 338
Producción de vehículos,2015,Julio,Volkswagen,Golf-,Automóviles,Compactos, 8 091
Producción de vehículos,2015,Julio,Volkswagen,Golf Variant-/Crossgolf,Automóviles,Compactos, 4 772
Producción de vehículos,2015,Julio,Volkswagen,Jetta,Automóviles,Compactos, 15 526
Producción de vehículos,2015,Julio,Volkswagen,Nuevo Jetta TDI,Automóviles,Compactos,33
Producción de vehículos,2015,Agosto,Chrysler,Crew Cab-,Camiones ligeros,Pick Ups, 13 746
Producción de vehículos,2015,Agosto,Chrysler,Journey,Camiones ligeros,SUV's, 14 838
Producción de vehículos,2015,Agosto,Chrysler,Promaster,Camiones ligeros,SUV's, 3 387
Producción de vehículos,2015,Agosto,Chrysler,RAM 1500-,Camiones ligeros,Pick Ups,135
Producción de vehículos,2015,Agosto,Chrysler,RAM 2500-,Camiones ligeros,Pick Ups, 2 373
Producción de vehículos,2015,Agosto,Chrysler,RAM 4000,Camiones ligeros,Pick Ups, 2 672
Producción de vehículos,2015,Agosto,Fiat,Fiat 500-,Automóviles,Subcompactos, 1 946
Producción de vehículos,2015,Agosto,Ford Motor,Fiesta NA 5 DR,Automóviles,Subcompactos, 2 479
Producción de vehículos,2015,Agosto,Ford Motor,Fiesta NA Sedan,Automóviles,Subcompactos, 4 194
Producción de vehículos,2015,Agosto,Ford Motor,Fusion,Automóviles,Compactos, 18 563
Producción de vehículos,2015,Agosto,Ford Motor,MKZ-,Automóviles,De Lujo, 3 943
Producción de vehículos,2015,Agosto,General Motors,Aveo-,Automóviles,Subcompactos, 7 009
Producción de vehículos,2015,Agosto,General Motors,Captiva Sport,Camiones ligeros,SUV's,197
Producción de vehículos,2015,Agosto,General Motors,GMC Sierra Doble Cabina,Camiones ligeros,Pick Ups, 11 959
Producción de vehículos,2015,Agosto,General Motors,Silverado 1500 Cabina Regular-,Camiones ligeros,Pick Ups,76
Producción de vehículos,2015,Agosto,General Motors,Silverado 2500 Cabina Regular-,Camiones ligeros,Pick Ups,0
Producción de vehículos,2015,Agosto,General Motors,Silverado 2500 Doble Cabina-,Camiones ligeros,Pick Ups, 23 649
Producción de vehículos,2015,Agosto,General Motors,Silverado 3500 Chassis Cab,Camiones ligeros,Pick Ups,190
Producción de vehículos,2015,Agosto,General Motors,Silverado 3500 HD Chassis Cab Heavy Duty,Camiones ligeros,Pick Ups,0
Producción de vehículos,2015,Agosto,General Motors,Sonic-,Automóviles,Subcompactos, 4 099
Producción de vehículos,2015,Agosto,General Motors,SRX SUV-,Camiones ligeros,SUV's, 9 644
Producción de vehículos,2015,Agosto,General Motors,Trax,Camiones ligeros,SUV's, 8 911
Producción de vehículos,2015,Agosto,Honda,Accord,Automóviles,De Lujo,1
Producción de vehículos,2015,Agosto,Honda,CR-V-,Camiones ligeros,SUV's, 5 545
Producción de vehículos,2015,Agosto,Honda,Fit-,Automóviles,Subcompactos, 1 581
Producción de vehículos,2015,Agosto,Honda,HR-V-,Camiones ligeros,SUV's, 11 445
Producción de vehículos,2015,Agosto,Mazda,Mazda 2-,Automóviles,Subcompactos, 1 975
Producción de vehículos,2015,Agosto,Mazda,Mazda 3 Hatchback,Automóviles,Compactos, 4 237
Producción de vehículos,2015,Agosto,Mazda,Mazda 3 Sedán-,Automóviles,Compactos, 6 677
Producción de vehículos,2015,Agosto,Mercedes Benz,Clase A Sedán_,Automóviles,De Lujo,0
Producción de vehículos,2015,Agosto,Mercedes Benz,GLB_,Camiones ligeros,SUV's,0
Producción de vehículos,2015,Agosto,Nissan,Chasis Largo,Camiones ligeros,Pick Ups, 4 372
Producción de vehículos,2015,Agosto,Nissan,Chasis Largo Diesel,Camiones ligeros,Pick Ups,10
Producción de vehículos,2015,Agosto,Nissan,Estacas Largo,Camiones ligeros,Pick Ups,514
Producción de vehículos,2015,Agosto,Nissan,Frontier L4,Camiones ligeros,Pick Ups,0
Producción de vehículos,2015,Agosto,Nissan,March,Automóviles,Subcompactos, 7 080
Producción de vehículos,2015,Agosto,Nissan,Note,Automóviles,Compactos, 5 545
Producción de vehículos,2015,Agosto,Nissan,NV 200 Cargo,Camiones ligeros,SUV's, 2 085
